,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
9709,Martín Calderón,22,Spain,183,77,66,1900000.0,7000.0,Cádiz CF
9710,S. Kennedy,24,Canada,193,80,66,1200000.0,3000.0,SSV Jahn Regensburg
9711,A. Cabrera,28,Argentina,185,85,66,825000.0,5000.0,Club Atlético Banfield
9712,Ž. Rogelj,21,Slovenia,170,65,66,2100000.0,3000.0,WSG Tirol
9713,Quintana,19,Spain,186,74,66,1900000.0,1000.0,Málaga CF
9714,Larrubia,19,Spain,172,59,66,2000000.0,2000.0,Málaga CF
9715,S. Tedić,21,Serbia,191,80,66,2100000.0,3000.0,PEC Zwolle
9716,D. Sinani,24,Luxembourg,185,73,66,1200000.0,9000.0,Huddersfield Town
9717,A. Çankaya,23,Turkey,180,78,66,1800000.0,4000.0,Göztepe SK
9718,M. Braida,24,Argentina,175,72,66,1400000.0,3000.0,Club Atlético Aldosivi
9719,Meseguer,22,Spain,184,76,66,1900000.0,2000.0,CD Mirandés
9720,Luiz Júnior,20,Brazil,194,88,66,1800000.0,1000.0,Futebol Clube de Famalicão
9721,T. Dzvukamanja,27,Zimbabwe,178,66,66,1000000.0,500.0,Orlando Pirates
9722,Yan Couto,19,Brazil,169,62,66,1900000.0,2000.0,SC Braga
9723,A. Alipour,25,Iran,181,74,66,1300000.0,4000.0,Clube Sport Marítimo
9724,R. Vilca,22,Peru,175,68,66,1900000.0,9000.0,Doncaster Rovers
9725,O. Doumbia,29,Côte d'Ivoire,175,70,66,725000.0,5000.0,FC Zürich
9726,C. Clark,18,United States,180,70,66,2400000.0,6000.0,New York Red Bulls
9727,E. Ramírez,22,Venezuela,190,81,66,1900000.0,500.0,Dynamo Kyiv
9728,M. Gusto,18,France,179,76,66,1900000.0,4000.0,Olympique Lyonnais
9729,M. Portanova,21,Italy,183,77,66,2100000.0,4000.0,Genoa
9730,Terrats,20,Spain,180,75,66,1900000.0,2000.0,Girona FC
9731,B. Aguirre,20,Argentina,178,72,66,2000000.0,3000.0,Club Atlético Lanús
9732,R. Toledo,31,Paraguay,175,74,66,700000.0,500.0,Guaireña FC
9733,K. Moreno,24,Peru,178,71,66,1300000.0,500.0,Carlos A. Mannucci
9734,R. Fernández,23,Peru,177,68,66,1300000.0,500.0,Carlos A. Mannucci
9735,O. Noronha,29,Peru,181,64,66,850000.0,500.0,Carlos A. Mannucci
9736,J. Fuentes,29,Peru,186,87,66,725000.0,500.0,Carlos A. Mannucci
9737,I. Machuca,21,Argentina,173,70,66,1900000.0,3000.0,Unión de Santa Fe
9738,F. La Mantía,25,Venezuela,182,79,66,1100000.0,500.0,Deportivo La Guaira FC
9739,V. Edvardsen,25,Sweden,185,86,66,1200000.0,1000.0,Degerfors IF
9740,M. Cardozo,38,Paraguay,178,71,66,90000.0,500.0,12 de Octubre FC
9741,V. Ayala,32,Paraguay,179,80,66,600000.0,500.0,12 de Octubre FC
9742,Lautaro,20,Uruguay,185,77,66,2100000.0,6000.0,RC Celta de Vigo
9743,D. Pérez,19,Venezuela,189,77,66,2000000.0,5000.0,Club Brugge KV
9744,Jesús Vázquez,18,Spain,182,77,66,1900000.0,2000.0,Valencia CF
9745,André Amaro,18,Portugal,186,76,66,1700000.0,850.0,Vitória de Guimarães
9746,R. Morales,22,Paraguay,176,69,66,1800000.0,500.0,Club Cerro Porteño
9747,K. Nishiya,27,Japan,165,65,66,900000.0,2000.0,Tokushima Vortis
9748,D. Dioses,25,Peru,174,70,66,1000000.0,500.0,Carlos A. Mannucci
9749,M. Rogers,18,England,187,80,66,2200000.0,4000.0,AFC Bournemouth
9750,N. Amarilla,33,Paraguay,180,75,66,400000.0,500.0,Club Deportivo Guabirá
9751,L. Hurtado,27,Bolivia,178,75,66,900000.0,500.0,Club Deportivo Guabirá
9752,S. Nakamura,27,Japan,178,70,66,875000.0,1000.0,Avispa Fukuoka
9753,Y. Imazu,25,Japan,184,80,66,1000000.0,3000.0,Sanfrecce Hiroshima
9754,E. Rivera,31,Bolivia,180,75,66,700000.0,500.0,Club Atlético Palmaflor
9755,A. Maglica,29,Croatia,181,73,66,850000.0,500.0,APOEL Nicosia FC
9756,M. García,22,Argentina,175,65,66,1800000.0,3000.0,Club Atlético Sarmiento
9757,Arnau Martínez,18,Spain,181,75,66,1900000.0,950.0,Girona FC
9758,D. Kolinger,27,Croatia,199,89,66,900000.0,3000.0,Vejle Boldklub
9759,S. Radić,21,Croatia,191,83,66,1800000.0,2000.0,K Beerschot VA
9760,A. Hamdi,23,Egypt,178,68,66,1300000.0,2000.0,Club de Foot Montréal
9761,R. Piñeiro,22,Uruguay,175,66,66,1900000.0,2000.0,Nashville SC
9762,T. Palacios,20,Argentina,165,61,66,2100000.0,4000.0,Platense
9763,A. Costa,21,Argentina,179,74,66,1600000.0,3000.0,Club Atlético Independiente
9764,D. Štefulj,21,Croatia,186,78,66,1800000.0,500.0,Dinamo Zagreb
9765,J. López,20,Argentina,188,81,66,2100000.0,4000.0,Club Atlético Lanús
9766,J. Malatini,20,Argentina,175,63,66,1600000.0,3000.0,Club Atlético Talleres
9767,I. Maggi,22,Argentina,178,74,66,1900000.0,5000.0,Racing Club
9768,A. Andrejević,29,Serbia,188,76,66,800000.0,2000.0,GwangJu FC
9769,Thiago Andrade,20,Brazil,180,68,66,1900000.0,2000.0,New York City FC
9770,Miguel,19,Spain,180,73,66,1900000.0,15000.0,Real Madrid CF
9771,Kayky,18,Brazil,173,67,66,2700000.0,12000.0,Manchester City
9772,E. Darboe,20,Gambia,176,70,66,1800000.0,9000.0,Roma
9773,Carlos Domínguez,20,Spain,187,71,66,1800000.0,4000.0,RC Celta de Vigo
9774,A. Bangura,21,Netherlands,183,75,66,1800000.0,2000.0,SC Cambuur
9775,Rubén,26,Spain,184,75,66,1000000.0,2000.0,UD Ibiza
9776,E. Tavşan,20,Netherlands,183,74,66,1900000.0,3000.0,N.E.C. Nijmegen
9777,Chiquinho,21,Portugal,179,72,66,1900000.0,2000.0,Estoril Praia
9778,Adílio Santos,27,Brazil,178,72,66,900000.0,3000.0,FC Arouca
9779,Iker Seguín,31,Spain,183,71,66,700000.0,3000.0,SD Amorebieta
9780,Olasagasti,20,Spain,176,74,66,1800000.0,2000.0,Real Sociedad B
9781,J. Blasco,22,France,185,79,66,1300000.0,2000.0,Real Sociedad B
9782,Rafael Santos,23,Brazil,184,78,66,1800000.0,500.0,APOEL Nicosia FC
9783,F. Zabala,22,Argentina,171,65,66,1800000.0,500.0,APOEL Nicosia FC
9784,Nuno Moreira,22,Portugal,175,66,66,1900000.0,2000.0,FC Vizela
9785,Tomás Silva,21,Portugal,172,65,66,1900000.0,1000.0,FC Vizela
9786,Ros,25,Spain,188,76,66,1100000.0,2000.0,CD Lugo
9787,E. Sahiti,22,Albania,174,65,66,1900000.0,500.0,Hajduk Split
9788,V. Međimorec,25,Croatia,189,82,66,950000.0,3000.0,AFC UTA Arad
9789,Luiz Felipe,24,Brazil,198,90,66,975000.0,1000.0,Belenenses SAD
9790,D. Peretz,26,Israel,185,75,66,950000.0,6000.0,Venezia FC
9791,E. Guerrero,24,Colombia,165,68,66,1300000.0,1000.0,Club Independiente Santa Fe
9792,Rodrigo Conceição,21,Portugal,175,65,66,1800000.0,2000.0,Moreirense FC
9793,Álex Balde,17,Spain,175,69,66,2000000.0,1000.0,FC Barcelona
9794,E. Daniel,29,Czech Republic,178,77,66,850000.0,3000.0,Zagłębie Lubin
9795,Beñat Prados,20,Spain,180,72,66,1900000.0,6000.0,Athletic Club de Bilbao
9796,Gilson Tavares,19,Cape Verde Islands,185,70,66,1900000.0,2000.0,Estoril Praia
9797,T. Persyn,19,Belgium,179,70,66,2200000.0,12000.0,Club Brugge KV
9798,Léo Chú,21,Brazil,178,78,66,2100000.0,2000.0,Seattle Sounders FC
9799,A. Burlamaqui,19,Peru,180,71,66,1900000.0,5000.0,Valencia CF
9800,Gavi,16,Spain,173,68,66,2100000.0,4000.0,FC Barcelona
9801,N. Makhubela,27,South Africa,166,57,66,900000.0,500.0,Orlando Pirates
9802,P. Ndiaye,23,France,203,71,66,1200000.0,3000.0,SC Rheindorf Altach
9803,M. Abline,18,France,176,70,66,2200000.0,5000.0,Stade Rennais FC
9804,J. Boselli,21,Uruguay,174,76,66,1900000.0,2000.0,CD Tondela
9805,J. Bothroyd,39,England,190,89,65,240000.0,1000.0,Hokkaido Consadole Sapporo
9806,L. Grant,38,England,193,83,65,80000.0,11000.0,Manchester United
9807,A. Mannus,39,Northern Ireland,188,94,65,80000.0,500.0,Shamrock Rovers
9808,D. Martin,35,England,188,86,65,80000.0,7000.0,West Ham United
9809,D. Lewington,37,England,183,86,65,130000.0,2000.0,Milton Keynes Dons
9810,Y. Okubo,39,Japan,170,73,65,240000.0,2000.0,Cerezo Osaka
9811,A. Baptiste,35,England,180,74,65,190000.0,2000.0,Bolton Wanderers
9812,Saizar,38,Spain,190,84,65,80000.0,1000.0,SD Amorebieta
9813,M. Roman,36,Romania,173,70,65,230000.0,3000.0,FC Botoşani
9814,Kang Min Soo,35,Korea Republic,186,74,65,190000.0,1000.0,Incheon United FC
9815,J. Rzeźniczak,34,Poland,183,82,65,230000.0,2000.0,Wisła Płock
9816,A. Akinfenwa,39,England,178,110,65,240000.0,2000.0,Wycombe Wanderers
9817,R. Wood,35,England,191,82,65,190000.0,2000.0,Rotherham United
9818,S. Holmén,37,Sweden,180,74,65,230000.0,1000.0,IF Elfsborg
9819,A. Jaakkola,34,Finland,195,88,65,120000.0,3000.0,Bristol Rovers
9820,M. Sonnleitner,34,Austria,182,82,65,230000.0,2000.0,TSV Egger Glas Hartberg
9821,C. Bryson,34,Scotland,170,68,65,325000.0,2000.0,St. Johnstone FC
9822,A. Busteño,25,Uruguay,191,90,65,700000.0,500.0,Cerro Largo Fútbol Club
9823,J. Adelalla,29,Uruguay,172,71,65,700000.0,500.0,Cerro Largo Fútbol Club
9824,B. Watson,35,England,181,80,65,200000.0,2000.0,Charlton Athletic
9825,D. Ousted,36,Denmark,192,88,65,80000.0,850.0,Hammarby IF
9826,M. Jakobsen,35,Denmark,184,81,65,190000.0,950.0,Adelaide United
9827,A. Keogh,35,Republic of Ireland,183,73,65,300000.0,1000.0,Perth Glory
9828,J. Walsh,29,Wales,182,70,65,600000.0,4000.0,Lincoln City
9829,Oh Beom Seok,36,Korea Republic,181,79,65,140000.0,2000.0,Pohang Steelers
9830,S. Whalley,33,England,176,67,65,450000.0,3000.0,Shrewsbury Town
9831,O. Hoban,38,Romania,183,83,65,140000.0,3000.0,CFR Cluj
9832,C. Daniels,34,England,185,75,65,250000.0,4000.0,Colchester United
9833,M. Oyola,38,Ecuador,167,75,65,230000.0,500.0,Barcelona Sporting Club
9834,J. Parr,32,Norway,182,75,65,500000.0,1000.0,Strømsgodset IF
9835,E. Castillo,34,United States,170,75,65,250000.0,2000.0,FC Cincinnati
9836,L. Craig,34,Scotland,183,82,65,325000.0,2000.0,St. Johnstone FC
9837,J. Troisi,32,Australia,176,75,65,575000.0,3000.0,Western Sydney Wanderers
9838,E. Gutiérrez,35,Argentina,183,84,65,300000.0,500.0,Club Universitario de Deportes
9839,M. Bostwick,33,England,193,89,65,350000.0,2000.0,Burton Albion
9840,L. Akins,32,England,185,79,65,575000.0,2000.0,Burton Albion
9841,L. Stevenson,33,Scotland,170,67,65,375000.0,2000.0,Hibernian
9842,J. Horn,34,Norway,188,83,65,230000.0,1000.0,Sarpsborg 08 FF
9843,M. Bottani,30,Switzerland,170,64,65,700000.0,4000.0,FC Lugano
9844,Kwoun Sun Tae,36,Korea Republic,184,85,65,80000.0,1000.0,Kashima Antlers
9845,Kim Chang Soo,35,Korea Republic,179,72,65,220000.0,1000.0,Incheon United FC
9846,K. Özer,33,Turkey,170,62,65,450000.0,4000.0,Gazişehir Gaziantep F.K.
9847,Canella,33,Spain,180,70,65,375000.0,2000.0,CD Lugo
9848,C. Cortés,37,Chile,179,70,65,230000.0,1000.0,Club Deportivo Palestino
9849,D. Worrall,31,England,170,67,65,525000.0,3000.0,Port Vale
9850,B. Knighton,36,United States,188,91,65,80000.0,1000.0,New England Revolution
9851,N. Gerzić,37,Sweden,175,79,65,230000.0,1000.0,Örebro SK
9852,A. Ríos,31,Argentina,178,78,65,600000.0,2000.0,San Jose Earthquakes
9853,Qin Sheng,34,China PR,183,76,65,230000.0,4000.0,Shanghai Shenhua FC
9854,J. Spearing,32,England,171,71,65,475000.0,3000.0,Tranmere Rovers
9855,E. Domaschke,35,Germany,188,86,65,80000.0,500.0,SV Meppen
9856,Marco Soares,37,Cape Verde Islands,182,80,65,140000.0,1000.0,FC Arouca
9857,F. Ojo,29,Belgium,177,71,65,600000.0,2000.0,Aberdeen
9858,E. Paartalu,35,Australia,193,89,65,200000.0,500.0,Bengaluru FC
9859,Á. Bogdán,33,Hungary,194,92,65,230000.0,500.0,Ferencvárosi TC
9860,M. Kramer,32,Netherlands,196,80,65,575000.0,2000.0,RKC Waalwijk
9861,G. Madine,30,England,193,75,65,700000.0,4000.0,Blackpool
9862,A. Clayton,32,England,175,75,65,475000.0,6000.0,Birmingham City
9863,A. Østbø,30,Norway,183,75,65,525000.0,1000.0,Viking FK
9864,N. Vidrio,32,Mexico,182,75,65,475000.0,3000.0,Mazatlán Futbol Club
9865,S. Salinas,35,United States,180,73,65,300000.0,2000.0,San Jose Earthquakes
9866,E. Ambrose,32,Nigeria,190,70,65,475000.0,2000.0,St. Johnstone FC
9867,P. Šteinbors,35,Latvia,192,91,65,80000.0,1000.0,Jagiellonia Białystok
9868,E. Vera,29,Mexico,170,68,65,625000.0,3000.0,Gallos Blancos de Querétaro
9869,J. González,30,Mexico,182,82,65,525000.0,3000.0,Club Universidad Nacional
9870,S. Conneely,32,Republic of Ireland,175,68,65,475000.0,2000.0,Accrington Stanley
9871,L. Sercombe,31,England,178,69,65,575000.0,3000.0,Cheltenham Town
9872,J. Skjelvik,29,Norway,183,77,65,625000.0,4000.0,Odense Boldklub
9873,L. Kalludra,29,Sweden,170,68,65,700000.0,1000.0,Kristiansund BK
9874,A. MacDonald,31,Scotland,170,72,65,600000.0,3000.0,Gillingham
9875,E. Schreiner,32,Austria,180,74,65,575000.0,4000.0,SC Rheindorf Altach
9876,Juanan,34,Spain,192,90,65,230000.0,500.0,Hyderabad FC
9877,J. Mills,31,England,175,70,65,525000.0,5000.0,Northampton Town
9878,J. Brayford,33,England,173,71,65,375000.0,2000.0,Burton Albion
9879,K. Tokstad,29,Norway,185,84,65,700000.0,2000.0,Strømsgodset IF
9880,D. Gustafsson,30,Sweden,177,75,65,700000.0,2000.0,Lillestrøm SK
9881,Mossa,32,Spain,178,66,65,500000.0,3000.0,Real Oviedo
9882,C. McManaman,30,England,175,73,65,700000.0,3000.0,Tranmere Rovers
9883,A. DeLaGarza,33,Guam,175,68,65,375000.0,2000.0,New England Revolution
9884,A. Al Zori,33,Saudi Arabia,184,69,65,375000.0,8000.0,Al Shabab
9885,Yu Yang,31,China PR,186,80,65,500000.0,5000.0,Beijing Guoan FC
9886,Dong Xuesheng,32,China PR,186,82,65,575000.0,4000.0,Wuhan FC
9887,Lim Jong Eun,31,Korea Republic,192,88,65,500000.0,3000.0,Ulsan Hyundai FC
9888,Paulinho,35,Brazil,174,75,65,300000.0,1000.0,Hammarby IF
9889,M. Jurman,31,Australia,191,87,65,500000.0,900.0,Newcastle Jets
9890,P. Huspek,30,Austria,172,69,65,700000.0,6000.0,SK Sturm Graz
9891,M. Davidson,33,Scotland,183,69,65,450000.0,2000.0,St. Johnstone FC
9892,A. Cook,30,England,185,80,65,700000.0,6000.0,Bradford City
9893,Steven Vitória,34,Canada,195,88,65,230000.0,3000.0,Moreirense FC
9894,P. Kovář,35,Czech Republic,187,89,65,80000.0,500.0,SK Slavia Praha
9895,H. Mulder,34,Netherlands,180,76,65,230000.0,2000.0,RKC Waalwijk
9896,M. Lund,30,Northern Ireland,183,76,65,675000.0,5000.0,Salford City
9897,O. Lee,29,England,181,80,65,700000.0,3000.0,Gillingham
9898,M. Pink,30,Austria,188,87,65,700000.0,4000.0,SK Austria Klagenfurt
9899,Romário,35,Brazil,173,72,65,275000.0,950.0,Kalmar FF
9900,L. Brown,30,England,183,79,65,625000.0,3000.0,Portsmouth
9901,N. Yamada,30,Japan,168,64,65,675000.0,1000.0,Shonan Bellmare
9902,O. Beckles,29,Grenada,191,78,65,600000.0,4000.0,Leyton Orient
9903,Adrián Sardinero,30,Spain,175,60,65,700000.0,2000.0,Perth Glory
9904,D. Davis,30,England,177,82,65,675000.0,3000.0,Shrewsbury Town
9905,C. McLaughlin,29,Northern Ireland,183,71,65,,,
9906,L. Gutiérrez,36,Bolivia,180,74,65,130000.0,500.0,Club Bolívar
9907,M. Titsch Rivero,31,Germany,182,76,65,575000.0,1000.0,Hallescher FC
9908,F. Flores,31,Venezuela,181,88,65,500000.0,500.0,Deportivo Táchira FC
9909,G. Álvarez,29,Bolivia,187,81,65,725000.0,500.0,Club Deportivo Jorge Wilstermann
9910,B. García,36,Honduras,175,68,65,140000.0,1000.0,Houston Dynamo
9911,A. Nsiala,29,Congo DR,193,83,65,650000.0,4000.0,Ipswich Town
9912,I. Saadi,29,Algeria,185,85,65,725000.0,2000.0,SC Bastia
9913,T. Bunbury,31,United States,188,78,65,600000.0,2000.0,New England Revolution
9914,C. McAleny,28,England,178,66,65,725000.0,6000.0,Salford City
9915,M. Sansores,30,Mexico,174,73,65,700000.0,6000.0,Club Tijuana
9916,T. Eaves,29,England,191,86,65,725000.0,5000.0,Hull City
9917,G. Williams,28,England,176,70,65,650000.0,2000.0,Cambridge United
9918,C. Warner,33,United States,178,80,65,350000.0,2000.0,Colorado Rapids
9919,P. Slišković,30,Croatia,193,91,65,700000.0,2000.0,Türkgücü München
9920,M. Murzaev,31,Kyrgyzstan,183,77,65,600000.0,800.0,Chennaiyin FC
9921,Aguilera,35,Spain,185,77,65,200000.0,2000.0,AD Alcorcón
9922,B. Oviedo,31,Costa Rica,172,70,65,525000.0,5000.0,F.C. København
9923,A. Faltsetas,33,Sweden,181,79,65,450000.0,2000.0,BK Häcken
9924,J. Shaughnessy,28,Republic of Ireland,183,69,65,625000.0,2000.0,St. Mirren
9925,A. Acosta,33,Mexico,170,72,65,375000.0,3000.0,Fútbol Club Juárez
9926,Fran Grima,34,Spain,174,70,65,250000.0,2000.0,UD Ibiza
9927,S. Suciu,31,Romania,184,76,65,575000.0,2000.0,AFC Chindia Târgoviște
9928,R. Magyar,30,Sweden,192,85,65,575000.0,2000.0,Hammarby IF
9929,T. Holý,29,Czech Republic,206,102,65,550000.0,3000.0,Ipswich Town
9930,M. Meilinger,29,Austria,181,77,65,700000.0,4000.0,SC Rheindorf Altach
9931,R. Padovani,31,France,187,74,65,500000.0,2000.0,US Quevilly Rouen Métropole
9932,M. Nelom,30,Suriname,174,69,65,625000.0,2000.0,Willem II
9933,R. Hassan,30,Nigeria,172,64,65,700000.0,4000.0,SønderjyskE
9934,J. Bertilsson,33,Sweden,177,68,65,450000.0,1000.0,Degerfors IF
9935,S. Galindo,29,Bolivia,190,70,65,700000.0,500.0,Club Always Ready
9936,F. Brown Forbes,29,Costa Rica,188,82,65,725000.0,3000.0,Wisła Kraków
9937,A. Sarcevic,29,England,182,78,65,700000.0,3000.0,Bolton Wanderers
9938,T. Leugers,30,Germany,184,77,65,600000.0,750.0,SV Meppen
9939,J. Rivierez,32,France,182,82,65,475000.0,2000.0,Stade Malherbe Caen
9940,M. Żyro,28,Poland,189,89,65,725000.0,3000.0,Jagiellonia Białystok
9941,D. McGregor,35,Scotland,183,87,65,190000.0,2000.0,Hibernian
9942,Marc Martínez,31,Spain,186,72,65,375000.0,2000.0,FC Cartagena
9943,C. Thomas,27,England,185,72,65,725000.0,3000.0,Cheltenham Town
9944,J. Keohane,30,Republic of Ireland,180,72,65,625000.0,3000.0,Rochdale
9945,P. Hoban,29,Republic of Ireland,180,84,65,725000.0,1000.0,Dundalk FC
9946,J. Morris,29,England,182,72,65,700000.0,6000.0,Salford City
9947,R. Janicki,28,Poland,191,82,65,675000.0,2000.0,Górnik Zabrze
9948,C. Winchester,28,Northern Ireland,178,74,65,725000.0,4000.0,Sunderland
9949,W. Keane,28,England,187,72,65,725000.0,2000.0,Wigan Athletic
9950,E. Ebanks-Landell,28,England,188,88,65,675000.0,3000.0,Shrewsbury Town
9951,R. Lopes,29,Cape Verde Islands,186,80,65,600000.0,1000.0,Shamrock Rovers
9952,E. Zavaleta,28,El Salvador,185,84,65,625000.0,2000.0,Toronto FC
9953,J. Bonham,27,Republic of Ireland,193,95,65,650000.0,6000.0,Stoke City
9954,P. Kitchen,29,United States,183,73,65,600000.0,2000.0,Columbus Crew
9955,K. Haraldseid,27,Norway,180,74,65,750000.0,2000.0,Molde FK
9956,M. Ødegaard,28,Norway,186,80,65,725000.0,1000.0,Sarpsborg 08 FF
9957,N. Næss,28,Norway,183,82,65,700000.0,1000.0,Sarpsborg 08 FF
9958,A. Vellios,29,Greece,191,78,65,725000.0,2000.0,FC Academica Clinceni
9959,Javi Hernández,32,Spain,184,79,65,550000.0,500.0,Odisha FC
9960,J. Carroll,29,Republic of Ireland,183,78,65,625000.0,2000.0,Motherwell
9961,M. Mert,26,Belgium,174,68,65,925000.0,4000.0,Atakaş Hatayspor
9962,Choi Bo Kyung,33,Korea Republic,184,79,65,350000.0,3000.0,Jeonbuk Hyundai Motors
9963,M. O'Halloran,30,Scotland,181,79,65,700000.0,2000.0,St. Johnstone FC
9964,S. Gannon,29,Republic of Ireland,183,67,65,625000.0,1000.0,Shamrock Rovers
9965,J. Scowen,28,England,178,74,65,725000.0,3000.0,Wycombe Wanderers
9966,Y. Songo'o,29,Cameroon,185,77,65,600000.0,5000.0,Bradford City
9967,A. Cairns,28,England,183,72,65,600000.0,2000.0,Fleetwood Town
9968,Yu Sang Hun,32,Korea Republic,194,84,65,350000.0,1000.0,FC Seoul
9969,J. Valencia,26,Ecuador,165,64,65,775000.0,11000.0,Brentford
9970,O. Turton,28,England,180,75,65,650000.0,3000.0,Huddersfield Town
9971,L. Isgrove,28,Wales,178,72,65,725000.0,3000.0,Bolton Wanderers
9972,A. O'Brien,27,Republic of Ireland,183,72,65,775000.0,4000.0,Sunderland
9973,L. Bangoura,29,Guinea,175,72,65,700000.0,500.0,CS Emelec
9974,J. Chianese,31,Australia,176,75,65,600000.0,500.0,Hyderabad FC
9975,A. Pierre,28,Grenada,185,88,65,625000.0,3000.0,Shrewsbury Town
9976,R. Matthews,27,England,192,78,65,650000.0,9000.0,Crystal Palace
9977,C. Dibon,30,Austria,183,79,65,575000.0,7000.0,SK Rapid Wien
9978,A. Luna,29,Uruguay,169,60,65,700000.0,950.0,Kerala Blasters FC
9979,R. Wolski,28,Poland,180,70,65,725000.0,2000.0,Wisła Płock
9980,R. Jackson,30,England,175,65,65,625000.0,3000.0,Gillingham
9981,U. Đerić,29,Serbia,196,92,65,725000.0,2000.0,Suwon Samsung Bluewings
9982,K. Escamilla,27,Mexico,179,76,65,825000.0,3000.0,Gallos Blancos de Querétaro
9983,B. Boulenger,31,France,188,86,65,500000.0,4000.0,Seraing
9984,A. Jackson,27,England,187,80,65,650000.0,3000.0,Lincoln City
9985,David Simón,31,Spain,179,76,65,525000.0,2000.0,FC Cartagena
9986,N. Dams,31,Germany,184,78,65,500000.0,1000.0,Borussia Dortmund II
9987,D. Oshilaja,28,England,181,75,65,675000.0,2000.0,Burton Albion
9988,T. Weilandt,29,Germany,186,73,65,700000.0,7000.0,VfL Bochum 1848
9989,G. Carmona,35,Peru,187,94,65,220000.0,500.0,Sport Huancayo
9990,T. Grøgaard,27,Norway,180,73,65,700000.0,1000.0,Strømsgodset IF
9991,S. Khelifi,27,Tunisia,173,65,65,750000.0,5000.0,FC Zürich
9992,M. Mandron,26,France,191,82,65,900000.0,3000.0,Crewe Alexandra
9993,S. Auer,30,Austria,176,74,65,600000.0,3000.0,FC Flyeralarm Admira
9994,B. Wilson,28,England,186,74,65,600000.0,5000.0,Coventry City
9995,K. Hemmings,29,England,186,78,65,725000.0,3000.0,Burton Albion
9996,J. Smits,28,Netherlands,190,67,65,650000.0,1000.0,FK Bodø/Glimt
9997,M. Koné,29,Côte d'Ivoire,176,69,65,725000.0,4000.0,KAS Eupen
9998,S. Maier,27,Germany,179,68,65,750000.0,2000.0,Türkgücü München
9999,D. Pedersen,28,Denmark,185,74,65,625000.0,2000.0,SK Brann
10000,C. Raglan,28,England,185,75,65,675000.0,3000.0,Cheltenham Town
10001,W. Golla,29,Poland,186,80,65,600000.0,2000.0,Śląsk Wrocław
10002,D. McGeouch,28,Scotland,178,69,65,725000.0,3000.0,Aberdeen
10003,M. Kuhn,29,Germany,178,76,65,625000.0,2000.0,Türkgücü München
10004,K. Luckassen,27,Netherlands,185,80,65,775000.0,4000.0,Sepsi OSK Sf. Gheorghe
10005,N. Thomsen,28,Denmark,180,75,65,725000.0,2000.0,Vålerenga Fotball
10006,O. Bulut,27,Germany,179,69,65,750000.0,4000.0,Yukatel Kayserispor
10007,Jefté,27,Spain,186,79,65,775000.0,4000.0,FC Farul Constanța
10008,O. Norburn,28,Grenada,185,82,65,725000.0,4000.0,Peterborough United
10009,T. Hopper,27,England,186,76,65,775000.0,4000.0,Lincoln City
10010,L. Antal,32,Romania,178,70,65,575000.0,3000.0,AFC UTA Arad
10011,J. Willis,26,England,180,70,65,775000.0,3000.0,Sunderland
10012,J. Walker,28,Scotland,175,70,65,725000.0,2000.0,Heart of Midlothian
10013,K. Rowe,29,United States,173,68,65,700000.0,2000.0,Seattle Sounders FC
10014,R. Kristiansen,33,Norway,183,74,65,375000.0,1000.0,SK Brann
10015,Yeo Reum,32,Korea Republic,175,62,65,550000.0,2000.0,FC Seoul
10016,C. Stockton,27,England,186,75,65,825000.0,3000.0,Morecambe
10017,M. Saldívar,30,Paraguay,176,75,65,625000.0,500.0,Club River Plate Asunción
10018,B. Fofana,31,Guinea,193,84,65,500000.0,3000.0,Sepsi OSK Sf. Gheorghe
